#CHROM	POS	chlamy_7A_5mCG_5hmCG_sorted_remap_CC2937_T2T.bam	chlamy_8A_5mCG_5hmCG_sorted_remap_CC2937_T2T.bam	chlamy_15A_5mCG_5hmCG_sorted_remap_CC2937_T2T.bam	chlamy_18A_5mCG_5hmCG_sorted_remap_CC2937_T2T.bam
chromosome_15	1155058	52	53	32	42
chromosome_15	1155059	52	53	33	42
chromosome_15	1155060	52	53	33	42
chromosome_15	1155061	52	52	33	42
chromosome_15	1155062	52	53	33	42
chromosome_15	1155063	52	53	33	42
chromosome_15	1155064	52	52	33	42
chromosome_15	1155065	52	53	33	42
chromosome_15	1155066	52	53	33	42
chromosome_15	1155067	52	53	33	42
chromosome_15	1155068	52	53	33	42
chromosome_15	1155069	52	53	33	42
chromosome_15	1155070	52	53	33	42
chromosome_15	1155071	52	53	32	42
chromosome_15	1155072	52	54	33	42
chromosome_15	1155073	52	54	33	41
chromosome_15	1155074	52	54	33	41
chromosome_15	1155075	52	54	33	41
chromosome_15	1155076	45	51	30	38
chromosome_15	1155077	45	51	28	38
chromosome_15	1155078	51	53	32	41
chromosome_15	1155079	51	54	31	41
chromosome_15	1155080	51	54	32	42
chromosome_15	1155081	51	54	32	42
chromosome_15	1155082	51	53	32	42
chromosome_15	1155083	51	51	32	42
chromosome_15	1155084	52	52	31	42
chromosome_15	1155085	54	54	32	43
chromosome_15	1155086	54	54	32	44
chromosome_15	1155087	54	54	32	44
chromosome_15	1155088	54	54	32	44
chromosome_15	1155089	54	53	32	44
chromosome_15	1155090	54	54	32	44
chromosome_15	1155091	53	54	32	43
chromosome_15	1155092	54	54	32	44
chromosome_15	1155093	54	54	32	43
chromosome_15	1155094	54	54	32	43
chromosome_15	1155095	54	54	32	43
chromosome_15	1155096	54	54	32	43
chromosome_15	1155097	53	54	32	43
chromosome_15	1155098	53	53	30	43
chromosome_15	1155099	54	53	31	43
chromosome_15	1155100	54	54	32	43
chromosome_15	1155101	52	53	31	43
chromosome_15	1155102	51	54	29	43
chromosome_15	1155103	52	54	31	43
chromosome_15	1155104	52	54	31	43
chromosome_15	1155105	54	54	32	43
chromosome_15	1155106	52	50	32	42
chromosome_15	1155107	54	54	32	42
chromosome_15	1155108	54	54	32	42
chromosome_15	1155109	53	54	32	42
chromosome_15	1155110	55	52	31	43
chromosome_15	1155111	56	53	31	43
chromosome_15	1155112	56	54	32	43
chromosome_15	1155113	56	52	31	43
chromosome_15	1155114	56	53	31	43
chromosome_15	1155115	56	54	31	43
chromosome_15	1155116	56	54	31	43
chromosome_15	1155117	56	54	31	43
chromosome_15	1155118	56	53	32	43
chromosome_15	1155119	56	54	31	43
chromosome_15	1155120	56	53	32	43
chromosome_15	1155121	56	54	32	43
chromosome_15	1155122	56	54	32	43
chromosome_15	1155123	56	54	32	43
chromosome_15	1155124	56	53	32	43
chromosome_15	1155125	56	54	32	43
chromosome_15	1155126	56	54	32	43
chromosome_15	1155127	56	54	32	43
chromosome_15	1155128	56	54	32	43
chromosome_15	1155129	56	54	32	43
chromosome_15	1155130	56	54	32	43
chromosome_15	1155131	55	54	32	43
chromosome_15	1155132	56	54	32	43
chromosome_15	1155133	55	52	32	43
chromosome_15	1155134	56	54	32	43
chromosome_15	1155135	57	53	32	43
chromosome_15	1155136	57	53	32	43
chromosome_15	1155137	57	54	32	43
chromosome_15	1155138	57	54	32	43
chromosome_15	1155139	56	54	31	42
chromosome_15	1155140	54	53	30	42
chromosome_15	1155141	57	53	32	42
chromosome_15	1155142	57	54	32	42
chromosome_15	1155143	57	54	32	43
chromosome_15	1155144	57	54	32	43
chromosome_15	1155145	56	53	30	43
chromosome_15	1155146	56	52	30	43
chromosome_15	1155147	56	54	29	42
chromosome_15	1155148	57	54	32	43
chromosome_15	1155149	56	54	31	43
chromosome_15	1155150	56	54	32	43
chromosome_15	1155151	55	54	32	43
chromosome_15	1155152	55	53	32	43
chromosome_15	1155153	57	53	32	43
chromosome_15	1155154	55	52	31	42
chromosome_15	1155155	55	52	31	42
chromosome_15	1155156	57	51	31	43
chromosome_15	1155157	57	54	31	42
chromosome_15	1155158	58	53	32	42
chromosome_15	1155159	58	53	32	42
chromosome_15	1155160	58	51	32	42
chromosome_15	1155161	58	53	32	42
chromosome_15	1155162	58	53	32	42
chromosome_15	1155163	58	53	31	42
chromosome_15	1155164	58	53	32	42
chromosome_15	1155165	58	53	32	42
chromosome_15	1155166	58	53	32	42
chromosome_15	1155167	58	53	32	42
chromosome_15	1155168	58	52	31	42
chromosome_15	1155169	58	53	32	42
chromosome_15	1155170	58	53	32	42
chromosome_15	1155171	58	53	32	42
chromosome_15	1155172	57	51	32	42
chromosome_15	1155173	58	53	32	42
chromosome_15	1155174	58	53	31	41
chromosome_15	1155175	58	53	32	42
chromosome_15	1155176	58	52	32	42
chromosome_15	1155177	58	54	32	42
chromosome_15	1155178	58	54	32	42
chromosome_15	1155179	58	54	32	43
chromosome_15	1155180	58	54	31	43
chromosome_15	1155181	58	54	32	43
chromosome_15	1155182	58	54	32	43
chromosome_15	1155183	58	54	32	43
chromosome_15	1155184	58	54	32	43
chromosome_15	1155185	58	54	32	43
chromosome_15	1155186	58	54	32	43
chromosome_15	1155187	58	54	32	43
chromosome_15	1155188	58	54	32	43
chromosome_15	1155189	58	54	32	43
chromosome_15	1155190	57	53	32	43
chromosome_15	1155191	58	54	32	43
chromosome_15	1155192	58	54	32	43
chromosome_15	1155193	58	53	32	43
chromosome_15	1155194	58	54	32	43
chromosome_15	1155195	58	54	31	43
chromosome_15	1155196	58	54	31	43
chromosome_15	1155197	58	55	32	43
chromosome_15	1155198	58	55	32	43
chromosome_15	1155199	58	54	32	43
chromosome_15	1155200	58	54	32	43
chromosome_15	1155201	57	55	32	43
chromosome_15	1155202	58	54	32	42
chromosome_15	1155203	58	53	32	42
chromosome_15	1155204	57	55	32	42
chromosome_15	1155205	57	53	28	41
chromosome_15	1155206	57	54	32	41
chromosome_15	1155207	57	55	32	41
chromosome_15	1155208	57	55	32	41
chromosome_15	1155209	57	55	32	42
chromosome_15	1155210	57	55	30	42
chromosome_15	1155211	57	55	32	42
chromosome_15	1155212	58	55	32	42
chromosome_15	1155213	58	55	32	42
chromosome_15	1155214	58	55	32	42
chromosome_15	1155215	58	55	32	42
chromosome_15	1155216	58	53	32	42
chromosome_15	1155217	57	55	32	42
chromosome_15	1155218	57	55	32	42
chromosome_15	1155219	57	54	32	42
chromosome_15	1155220	57	55	32	42
chromosome_15	1155221	56	55	32	42
chromosome_15	1155222	56	55	32	42
chromosome_15	1155223	57	55	32	42
chromosome_15	1155224	57	55	32	42
chromosome_15	1155225	57	55	31	42
chromosome_15	1155226	57	54	32	42
chromosome_15	1155227	57	54	32	42
chromosome_15	1155228	57	54	32	41
chromosome_15	1155229	57	54	32	42
chromosome_15	1155230	57	51	31	42
chromosome_15	1155231	56	53	30	42
chromosome_15	1155232	57	54	32	41
chromosome_15	1155233	57	54	32	42
chromosome_15	1155234	55	54	31	41
chromosome_15	1155235	56	55	31	42
chromosome_15	1155236	56	55	32	42
chromosome_15	1155237	57	55	31	42
chromosome_15	1155238	57	55	31	42
chromosome_15	1155239	57	55	32	42
chromosome_15	1155240	56	55	31	41
chromosome_15	1155241	57	55	31	42
chromosome_15	1155242	57	55	32	42
chromosome_15	1155243	57	55	31	42
chromosome_15	1155244	57	54	32	41
chromosome_15	1155245	57	54	32	42
chromosome_15	1155246	57	54	32	42
chromosome_15	1155247	57	54	32	42
chromosome_15	1155248	58	54	32	42
chromosome_15	1155249	58	55	32	41
chromosome_15	1155250	58	55	32	41
chromosome_15	1155251	58	55	32	40
chromosome_15	1155252	58	55	32	40
chromosome_15	1155253	58	55	32	40
chromosome_15	1155254	58	55	32	40
chromosome_15	1155255	58	55	32	39
chromosome_15	1155256	59	55	32	40
chromosome_15	1155257	59	55	32	39
chromosome_15	1155258	59	55	32	40
chromosome_15	1155259	58	54	32	39
chromosome_15	1155260	59	55	32	39
chromosome_15	1155261	56	55	32	40
chromosome_15	1155262	56	55	31	39
chromosome_15	1155263	57	53	31	39
chromosome_15	1155264	58	55	32	40
chromosome_15	1155265	59	53	31	37
chromosome_15	1155266	59	54	32	38
chromosome_15	1155267	58	53	32	38
chromosome_15	1155268	58	53	31	37
chromosome_15	1155269	59	55	32	38
chromosome_15	1155270	59	55	32	37
chromosome_15	1155271	59	54	32	37
chromosome_15	1155272	57	52	32	35
chromosome_15	1155273	58	53	32	37
chromosome_15	1155274	58	54	32	37
chromosome_15	1155275	58	53	31	37
chromosome_15	1155276	56	51	29	35
chromosome_15	1155277	58	54	32	37
chromosome_15	1155278	58	54	32	37
chromosome_15	1155279	58	54	32	37
chromosome_15	1155280	58	53	32	37
chromosome_15	1155281	58	54	32	37
chromosome_15	1155282	58	54	32	37
chromosome_15	1155283	58	54	32	37
chromosome_15	1155284	58	52	32	37
chromosome_15	1155285	58	54	32	37
chromosome_15	1155286	58	53	32	37
chromosome_15	1155287	58	53	32	37
chromosome_15	1155288	58	53	32	37
chromosome_15	1155289	58	54	32	37
chromosome_15	1155290	57	54	32	37
chromosome_15	1155291	58	54	32	37
chromosome_15	1155292	58	54	32	37
chromosome_15	1155293	58	54	32	37
chromosome_15	1155294	58	54	32	37
chromosome_15	1155295	58	53	32	37
chromosome_15	1155296	58	54	32	37
chromosome_15	1155297	58	54	32	37
chromosome_15	1155298	58	54	32	37
chromosome_15	1155299	58	55	32	37
chromosome_15	1155300	58	55	32	37
chromosome_15	1155301	58	54	32	38
chromosome_15	1155302	58	55	32	37
chromosome_15	1155303	58	55	33	37
chromosome_15	1155304	58	55	33	37
chromosome_15	1155305	57	56	33	37
chromosome_15	1155306	57	56	33	37
chromosome_15	1155307	57	56	33	37
chromosome_15	1155308	57	56	33	37
chromosome_15	1155309	57	56	33	37
chromosome_15	1155310	57	54	33	37
chromosome_15	1155311	57	52	33	37
chromosome_15	1155312	57	53	32	37
chromosome_15	1155313	57	54	32	37
chromosome_15	1155314	57	54	33	37
chromosome_15	1155315	57	54	33	37
chromosome_15	1155316	56	53	33	37
chromosome_15	1155317	56	54	33	37
chromosome_15	1155318	56	53	32	36
chromosome_15	1155319	57	54	32	37
chromosome_15	1155320	57	54	32	37
chromosome_15	1155321	57	54	33	37
chromosome_15	1155322	57	54	33	37
chromosome_15	1155323	57	55	33	37
chromosome_15	1155324	57	55	33	37
chromosome_15	1155325	57	55	33	37
chromosome_15	1155326	57	55	33	37
chromosome_15	1155327	57	55	33	37
chromosome_15	1155328	57	55	33	37
chromosome_15	1155329	57	55	33	37
chromosome_15	1155330	57	55	33	37
chromosome_15	1155331	56	55	33	37
chromosome_15	1155332	56	55	33	37
chromosome_15	1155333	56	55	33	37
chromosome_15	1155334	56	55	33	37
chromosome_15	1155335	56	55	33	37
chromosome_15	1155336	56	55	33	37
chromosome_15	1155337	56	55	33	36
chromosome_15	1155338	56	55	33	37
chromosome_15	1155339	56	54	33	37
chromosome_15	1155340	56	55	33	37
chromosome_15	1155341	55	55	33	37
chromosome_15	1155342	56	54	33	37
chromosome_15	1155343	57	55	33	37
chromosome_15	1155344	57	55	33	36
chromosome_15	1155345	57	55	33	36
chromosome_15	1155346	57	55	33	36
chromosome_15	1155347	57	54	32	36
chromosome_15	1155348	57	54	33	37
chromosome_15	1155349	56	55	33	37
chromosome_15	1155350	57	55	33	37
chromosome_15	1155351	56	55	33	37
chromosome_15	1155352	57	55	33	37
chromosome_15	1155353	57	55	33	37
chromosome_15	1155354	57	55	33	37
chromosome_15	1155355	57	55	33	37
chromosome_15	1155356	56	55	33	37
chromosome_15	1155357	57	54	33	37
chromosome_15	1155358	57	53	33	37
chromosome_15	1155359	57	54	33	37
chromosome_15	1155360	57	54	33	37
chromosome_15	1155361	57	55	32	37
chromosome_15	1155362	57	54	32	36
chromosome_15	1155363	57	54	33	36
chromosome_15	1155364	57	54	33	36
chromosome_15	1155365	56	54	33	36
chromosome_15	1155366	55	54	33	36
chromosome_15	1155367	56	55	33	36
chromosome_15	1155368	55	55	31	36
chromosome_15	1155369	56	55	33	36
chromosome_15	1155370	56	55	33	36
chromosome_15	1155371	47	49	27	31
chromosome_15	1155372	57	54	30	34
chromosome_15	1155373	56	54	30	35
chromosome_15	1155374	56	55	32	37
chromosome_15	1155375	56	55	32	37
chromosome_15	1155376	57	55	33	37
chromosome_15	1155377	56	55	33	37
chromosome_15	1155378	57	55	31	37
chromosome_15	1155379	57	55	33	35
chromosome_15	1155380	57	55	33	36
chromosome_15	1155381	57	55	33	36
chromosome_15	1155382	57	54	33	36
chromosome_15	1155383	57	54	33	36
chromosome_15	1155384	57	55	33	36
chromosome_15	1155385	57	55	33	36
chromosome_15	1155386	57	55	33	36
chromosome_15	1155387	57	55	33	36
chromosome_15	1155388	57	54	33	36
chromosome_15	1155389	56	53	33	36
chromosome_15	1155390	57	54	33	36
chromosome_15	1155391	57	55	33	36
chromosome_15	1155392	57	54	33	36
chromosome_15	1155393	57	54	33	36
chromosome_15	1155394	57	55	33	36
chromosome_15	1155395	57	55	34	36
chromosome_15	1155396	57	55	34	36
chromosome_15	1155397	57	55	34	36
chromosome_15	1155398	57	55	34	36
chromosome_15	1155399	57	55	34	36
chromosome_15	1155400	57	55	34	36
chromosome_15	1155401	57	55	34	36
chromosome_15	1155402	57	55	34	36
chromosome_15	1155403	57	55	34	36
chromosome_15	1155404	56	55	34	36
chromosome_15	1155405	57	54	34	36
chromosome_15	1155406	57	55	34	36
chromosome_15	1155407	56	54	34	36
chromosome_15	1155408	55	53	34	36
chromosome_15	1155409	57	54	34	36
chromosome_15	1155410	56	54	34	37
chromosome_15	1155411	55	54	34	37
chromosome_15	1155412	57	55	34	37
chromosome_15	1155413	57	54	34	37
chromosome_15	1155414	57	55	34	37
chromosome_15	1155415	57	55	34	37
chromosome_15	1155416	56	55	34	37
chromosome_15	1155417	57	55	34	37
chromosome_15	1155418	57	55	34	37
chromosome_15	1155419	57	55	34	37
chromosome_15	1155420	57	55	35	37
chromosome_15	1155421	57	55	35	37
chromosome_15	1155422	57	55	35	37
chromosome_15	1155423	57	55	35	37
chromosome_15	1155424	58	55	35	37
chromosome_15	1155425	58	55	35	37
chromosome_15	1155426	58	55	35	37
chromosome_15	1155427	58	55	35	37
chromosome_15	1155428	58	55	35	37
chromosome_15	1155429	58	55	35	37
chromosome_15	1155430	58	55	35	37
chromosome_15	1155431	58	55	35	37
chromosome_15	1155432	58	55	35	37
chromosome_15	1155433	57	55	34	36
chromosome_15	1155434	58	55	35	36
chromosome_15	1155435	58	54	35	37
chromosome_15	1155436	58	55	35	37
chromosome_15	1155437	58	55	35	37
chromosome_15	1155438	54	52	32	33
chromosome_15	1155439	54	52	31	33
chromosome_15	1155440	58	55	34	36
chromosome_15	1155441	58	55	34	36
chromosome_15	1155442	59	55	34	36
chromosome_15	1155443	59	55	35	37
chromosome_15	1155444	58	55	35	37
chromosome_15	1155445	58	53	34	37
chromosome_15	1155446	59	55	34	37
chromosome_15	1155447	60	55	34	37
chromosome_15	1155448	60	55	34	37
chromosome_15	1155449	60	54	34	38
chromosome_15	1155450	60	53	34	38
chromosome_15	1155451	60	53	35	38
chromosome_15	1155452	60	54	35	38
chromosome_15	1155453	60	55	35	38
chromosome_15	1155454	60	55	34	38
chromosome_15	1155455	60	55	35	38
chromosome_15	1155456	60	55	35	38
chromosome_15	1155457	59	55	35	39
chromosome_15	1155458	59	55	35	40
chromosome_15	1155459	59	55	35	40
chromosome_15	1155460	58	54	35	39
chromosome_15	1155461	59	54	34	39
chromosome_15	1155462	59	54	34	40
chromosome_15	1155463	57	50	32	38
chromosome_15	1155464	56	49	32	38
chromosome_15	1155465	57	51	33	39
chromosome_15	1155466	57	51	34	39
chromosome_15	1155467	59	55	35	40
chromosome_15	1155468	57	55	34	37
chromosome_15	1155469	59	55	34	40
chromosome_15	1155470	58	55	34	40
chromosome_15	1155471	58	55	34	40
chromosome_15	1155472	59	55	34	40
chromosome_15	1155473	59	54	35	39
chromosome_15	1155474	59	54	35	40
chromosome_15	1155475	58	54	35	40
chromosome_15	1155476	58	55	35	40
chromosome_15	1155477	59	55	35	40
chromosome_15	1155478	59	55	34	40
chromosome_15	1155479	59	55	34	40
chromosome_15	1155480	59	54	35	38
chromosome_15	1155481	58	55	35	39
chromosome_15	1155482	59	55	34	39
chromosome_15	1155483	58	54	34	39
chromosome_15	1155484	58	54	35	39
chromosome_15	1155485	59	54	35	39
chromosome_15	1155486	59	55	35	38
chromosome_15	1155487	59	55	35	38
chromosome_15	1155488	60	55	35	38
chromosome_15	1155489	60	54	35	37
chromosome_15	1155490	60	54	35	37
chromosome_15	1155491	60	55	35	38
chromosome_15	1155492	60	55	35	37
chromosome_15	1155493	60	55	35	38
chromosome_15	1155494	60	55	35	38
chromosome_15	1155495	60	55	35	38
chromosome_15	1155496	60	55	35	38
chromosome_15	1155497	60	55	35	38
chromosome_15	1155498	59	56	35	38
chromosome_15	1155499	60	56	35	38
chromosome_15	1155500	60	56	35	38
chromosome_15	1155501	60	56	35	38
chromosome_15	1155502	56	55	34	37
chromosome_15	1155503	58	55	34	38
chromosome_15	1155504	60	55	35	38
chromosome_15	1155505	60	55	35	38
chromosome_15	1155506	60	55	35	38
chromosome_15	1155507	58	53	35	37
chromosome_15	1155508	59	55	35	37
chromosome_15	1155509	58	55	33	37
chromosome_15	1155510	60	55	34	37
chromosome_15	1155511	60	55	35	37
chromosome_15	1155512	60	55	35	38
chromosome_15	1155513	60	55	35	37
chromosome_15	1155514	60	54	35	37
chromosome_15	1155515	60	55	35	38
chromosome_15	1155516	58	54	35	38
chromosome_15	1155517	58	54	34	38
chromosome_15	1155518	60	55	34	38
chromosome_15	1155519	60	55	35	38
chromosome_15	1155520	60	55	35	38
chromosome_15	1155521	60	55	35	38
chromosome_15	1155522	59	54	35	38
chromosome_15	1155523	60	55	35	38
chromosome_15	1155524	60	55	35	38
chromosome_15	1155525	61	55	35	38
chromosome_15	1155526	61	55	35	38
chromosome_15	1155527	61	54	35	38
chromosome_15	1155528	61	55	35	38
chromosome_15	1155529	60	55	35	38
chromosome_15	1155530	61	55	34	38
chromosome_15	1155531	61	55	35	38
chromosome_15	1155532	61	54	34	37
chromosome_15	1155533	61	55	35	38
chromosome_15	1155534	61	55	35	38
chromosome_15	1155535	61	55	34	38
chromosome_15	1155536	60	54	34	37
chromosome_15	1155537	60	55	35	37
chromosome_15	1155538	59	55	35	38
chromosome_15	1155539	61	55	35	38
chromosome_15	1155540	61	54	35	38
chromosome_15	1155541	60	55	35	37
chromosome_15	1155542	60	55	35	37
chromosome_15	1155543	61	55	35	38
chromosome_15	1155544	60	55	34	38
chromosome_15	1155545	60	55	35	38
chromosome_15	1155546	61	55	35	38
chromosome_15	1155547	60	55	35	38
chromosome_15	1155548	60	55	35	38
chromosome_15	1155549	61	54	35	37
chromosome_15	1155550	61	55	35	37
chromosome_15	1155551	61	55	35	38
chromosome_15	1155552	61	55	35	38
chromosome_15	1155553	61	55	35	38
chromosome_15	1155554	61	55	35	38
chromosome_15	1155555	61	54	35	38
chromosome_15	1155556	61	55	35	38
chromosome_15	1155557	61	55	35	38
chromosome_15	1155558	61	55	35	38
chromosome_15	1155559	61	55	35	38
chromosome_15	1155560	61	55	35	38
chromosome_15	1155561	61	55	35	37
chromosome_15	1155562	61	55	34	38
chromosome_15	1155563	61	55	35	38
chromosome_15	1155564	61	55	33	39
chromosome_15	1155565	61	55	34	39
chromosome_15	1155566	61	55	35	39
chromosome_15	1155567	60	53	35	36
chromosome_15	1155568	61	55	35	39
chromosome_15	1155569	61	55	35	39
chromosome_15	1155570	59	55	35	39
chromosome_15	1155571	61	54	35	39
chromosome_15	1155572	59	54	35	39
chromosome_15	1155573	60	55	35	38
chromosome_15	1155574	61	55	35	39
chromosome_15	1155575	61	55	35	39
chromosome_15	1155576	61	55	35	39
chromosome_15	1155577	61	55	35	39
chromosome_15	1155578	60	55	35	39
chromosome_15	1155579	61	55	35	39
chromosome_15	1155580	61	55	35	39
chromosome_15	1155581	60	54	34	39
chromosome_15	1155582	61	55	34	39
chromosome_15	1155583	61	54	34	39
chromosome_15	1155584	61	54	34	39
chromosome_15	1155585	61	55	34	39
chromosome_15	1155586	61	55	34	39
chromosome_15	1155587	61	55	33	38
chromosome_15	1155588	61	55	34	39
chromosome_15	1155589	61	55	34	39
chromosome_15	1155590	61	55	34	39
chromosome_15	1155591	61	55	35	39
chromosome_15	1155592	61	53	34	39
chromosome_15	1155593	61	54	34	39
chromosome_15	1155594	61	53	33	39
chromosome_15	1155595	61	54	34	39
chromosome_15	1155596	60	51	32	37
chromosome_15	1155597	61	54	35	38
chromosome_15	1155598	61	55	34	39
chromosome_15	1155599	61	55	34	39
chromosome_15	1155600	61	54	35	39
chromosome_15	1155601	60	53	34	39
chromosome_15	1155602	61	52	35	39
chromosome_15	1155603	61	54	35	39
chromosome_15	1155604	61	55	35	39
chromosome_15	1155605	61	55	35	39
chromosome_15	1155606	60	55	36	39
chromosome_15	1155607	60	54	36	39
chromosome_15	1155608	59	55	36	38
chromosome_15	1155609	61	54	36	37
chromosome_15	1155610	61	54	36	37
chromosome_15	1155611	60	55	36	38
chromosome_15	1155612	61	55	36	39
chromosome_15	1155613	61	55	36	39
chromosome_15	1155614	61	55	35	39
chromosome_15	1155615	62	55	35	39
chromosome_15	1155616	62	55	35	39
chromosome_15	1155617	62	55	34	39
chromosome_15	1155618	62	55	35	39
chromosome_15	1155619	61	54	34	39
chromosome_15	1155620	61	55	35	39
chromosome_15	1155621	60	54	33	39
chromosome_15	1155622	61	55	33	38
chromosome_15	1155623	61	55	33	38
chromosome_15	1155624	61	55	34	37
chromosome_15	1155625	60	55	33	38
chromosome_15	1155626	62	55	34	37
chromosome_15	1155627	62	54	36	38
chromosome_15	1155628	62	55	36	38
chromosome_15	1155629	62	54	35	38
chromosome_15	1155630	62	54	34	38
chromosome_15	1155631	61	55	35	38
chromosome_15	1155632	61	55	33	38
chromosome_15	1155633	61	55	36	38
chromosome_15	1155634	61	55	36	38
chromosome_15	1155635	62	55	36	38
chromosome_15	1155636	62	55	36	39
chromosome_15	1155637	61	54	36	39
chromosome_15	1155638	58	51	34	36
chromosome_15	1155639	61	55	36	39
chromosome_15	1155640	62	55	37	39
chromosome_15	1155641	62	55	37	39
chromosome_15	1155642	61	55	37	39
chromosome_15	1155643	62	55	37	39
chromosome_15	1155644	62	54	37	39
chromosome_15	1155645	62	53	37	39
chromosome_15	1155646	60	53	37	39
chromosome_15	1155647	62	54	37	39
chromosome_15	1155648	62	55	36	39
chromosome_15	1155649	62	55	37	39
chromosome_15	1155650	62	55	37	38
chromosome_15	1155651	62	55	37	39
chromosome_15	1155652	62	53	36	39
chromosome_15	1155653	62	55	37	39
chromosome_15	1155654	61	55	37	39
chromosome_15	1155655	60	54	37	39
chromosome_15	1155656	61	55	37	39
chromosome_15	1155657	62	55	37	39
chromosome_15	1155658	62	54	36	39
chromosome_15	1155659	62	55	37	39
chromosome_15	1155660	62	54	37	39
chromosome_15	1155661	61	54	37	38
chromosome_15	1155662	60	54	37	39
chromosome_15	1155663	62	54	35	38
chromosome_15	1155664	62	54	38	38
chromosome_15	1155665	63	54	38	39
chromosome_15	1155666	61	54	38	39
chromosome_15	1155667	63	54	38	39
chromosome_15	1155668	63	53	38	40
chromosome_15	1155669	63	54	38	40
chromosome_15	1155670	63	54	38	40
chromosome_15	1155671	63	53	38	40
chromosome_15	1155672	63	52	38	40
chromosome_15	1155673	62	52	38	40
chromosome_15	1155674	64	51	38	40
chromosome_15	1155675	64	51	38	40
chromosome_15	1155676	64	52	38	40
chromosome_15	1155677	64	52	38	40
chromosome_15	1155678	63	52	38	40
chromosome_15	1155679	63	53	38	40
chromosome_15	1155680	61	50	38	40
chromosome_15	1155681	63	52	38	40
chromosome_15	1155682	63	53	38	40
chromosome_15	1155683	63	53	38	40
chromosome_15	1155684	63	53	38	40
chromosome_15	1155685	63	51	38	39
chromosome_15	1155686	63	52	38	40
chromosome_15	1155687	63	52	38	40
chromosome_15	1155688	63	53	38	41
chromosome_15	1155689	63	53	37	40
chromosome_15	1155690	63	53	38	40
chromosome_15	1155691	63	52	38	40
chromosome_15	1155692	63	52	38	41
chromosome_15	1155693	63	52	37	41
chromosome_15	1155694	63	52	38	41
chromosome_15	1155695	63	52	38	41
chromosome_15	1155696	63	52	38	41
chromosome_15	1155697	63	52	38	41
chromosome_15	1155698	62	52	38	41
chromosome_15	1155699	62	51	38	41
chromosome_15	1155700	62	53	38	42
chromosome_15	1155701	61	53	38	42
chromosome_15	1155702	62	53	38	42
chromosome_15	1155703	62	53	38	42
chromosome_15	1155704	62	53	38	42
chromosome_15	1155705	62	52	38	42
chromosome_15	1155706	62	53	38	42
chromosome_15	1155707	62	53	38	41
chromosome_15	1155708	62	53	38	41
chromosome_15	1155709	62	53	37	40
chromosome_15	1155710	62	53	38	41
chromosome_15	1155711	61	53	38	41
chromosome_15	1155712	61	53	38	41
chromosome_15	1155713	61	53	38	41
chromosome_15	1155714	61	52	38	40
chromosome_15	1155715	60	53	38	40
chromosome_15	1155716	60	53	38	41
chromosome_15	1155717	60	53	38	41
chromosome_15	1155718	61	52	38	41
chromosome_15	1155719	60	52	38	41
chromosome_15	1155720	60	52	38	40
chromosome_15	1155721	60	51	38	40
chromosome_15	1155722	60	53	38	41
chromosome_15	1155723	60	53	38	41
chromosome_15	1155724	61	51	37	40
chromosome_15	1155725	60	52	37	39
chromosome_15	1155726	61	52	38	41
chromosome_15	1155727	60	52	37	41
chromosome_15	1155728	60	51	37	41
chromosome_15	1155729	60	53	37	41
chromosome_15	1155730	60	51	37	41
chromosome_15	1155731	60	53	37	40
chromosome_15	1155732	61	53	37	40
chromosome_15	1155733	54	46	31	39
chromosome_15	1155734	60	52	35	41
chromosome_15	1155735	61	51	35	41
chromosome_15	1155736	63	52	37	41
chromosome_15	1155737	62	52	37	41
chromosome_15	1155738	61	52	37	40
chromosome_15	1155739	60	52	37	40
chromosome_15	1155740	60	51	37	40
chromosome_15	1155741	60	51	36	40
chromosome_15	1155742	60	52	36	41
chromosome_15	1155743	61	52	37	41
chromosome_15	1155744	60	51	37	42
chromosome_15	1155745	61	50	37	42
chromosome_15	1155746	61	50	37	42
chromosome_15	1155747	61	51	37	42
chromosome_15	1155748	61	52	37	42
chromosome_15	1155749	61	52	37	42
chromosome_15	1155750	60	51	37	42
chromosome_15	1155751	61	50	37	42
chromosome_15	1155752	61	51	37	44
chromosome_15	1155753	61	50	37	44
chromosome_15	1155754	60	51	37	44
chromosome_15	1155755	60	51	37	44
chromosome_15	1155756	60	51	37	44
chromosome_15	1155757	60	51	37	43
chromosome_15	1155758	60	51	37	43
chromosome_15	1155759	60	51	37	43
chromosome_15	1155760	60	51	37	43
chromosome_15	1155761	60	51	37	43
chromosome_15	1155762	60	51	37	43
chromosome_15	1155763	60	51	37	43
chromosome_15	1155764	59	49	37	44
chromosome_15	1155765	60	49	37	44
chromosome_15	1155766	59	51	37	43
chromosome_15	1155767	60	51	37	43
chromosome_15	1155768	59	50	37	43
chromosome_15	1155769	59	51	37	43
chromosome_15	1155770	59	51	37	44
chromosome_15	1155771	59	51	37	45
chromosome_15	1155772	58	49	37	45
chromosome_15	1155773	58	51	37	45
chromosome_15	1155774	60	51	37	45
chromosome_15	1155775	60	51	37	45
chromosome_15	1155776	60	51	37	45
chromosome_15	1155777	60	49	37	45
chromosome_15	1155778	59	49	34	45
chromosome_15	1155779	60	51	35	45
chromosome_15	1155780	59	51	36	45
chromosome_15	1155781	59	51	37	44
chromosome_15	1155782	60	51	37	45
chromosome_15	1155783	60	51	37	46
chromosome_15	1155784	60	51	36	46
chromosome_15	1155785	60	51	37	46
